"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","me01_01","me01_02","me01_03","me01_04","me01_05","me01_06","me01_07","me01_08","ko01_01","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","he01_01","he01_02","he01_03","he01_04","he01_05","he01_06","he01_07","he01_08","he01_09","he01_10","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","de01","de02_01","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"348",807,NA,NA,"base","interview",4,4,4,4,3,3,3,1,1,6,1,4,2,1,5,2,1,2,1,1,3,1,3,2,3,5,6,5,2,5,6,5,3,1,51,51,51,76,21,100,60,36,1,16,51,100,100,51,100,65,100,11,31,100,85,16,100,16,65,100,40,51,61,6,4,4,6,6,5,5,5,2,4,56,56,71,51,21,76,41,21,16,1,11,56,46,6,51,1,51,51,56,1,2,23,54,5,345,129,179,56,252,138,70,205,179,32,6,1257,NA,TRUE,FALSE,11,11,0,0,"0,64"
"349",809,NA,NA,"base","interview",1,2,1,3,1,2,4,2,1,4,1,1,1,1,1,1,5,1,1,3,1,1,1,3,1,4,2,1,1,3,3,3,1,1,75,46,83,21,83,90,100,3,1,39,51,100,100,98,93,86,66,1,1,100,37,61,100,2,1,93,100,67,100,4,5,5,6,5,6,6,5,2,5,51,51,53,19,8,79,101,79,90,44,50,48,61,51,80,59,51,101,51,35,1,22,29,5,10,86,74,51,152,81,38,49,100,18,7,666,NA,TRUE,FALSE,11,11,0,0,"1,17"
"350",813,NA,NA,"base","interview",1,1,3,2,1,2,3,2,2,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,2,1,1,1,43,15,43,1,63,64,90,1,1,71,54,99,86,95,98,100,100,1,1,93,79,59,94,29,1,92,100,100,30,6,6,6,6,6,6,6,6,6,6,37,46,51,3,51,51,101,101,87,51,51,1,101,101,101,46,1,101,2,80,1,25,13,6,46,109,660,111,277,152,69,58,221,34,9,1746,NA,TRUE,FALSE,11,11,0,0,"0,6"
"351",814,NA,NA,"base","interview",3,4,3,4,1,3,4,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,4,4,2,2,2,4,2,2,1,50,82,51,75,50,90,90,64,50,60,40,77,86,80,65,51,85,19,1,51,70,32,71,51,73,75,51,51,28,5,5,5,6,6,6,6,6,2,6,76,31,88,43,25,84,51,34,39,37,53,32,66,51,51,NA,26,51,44,51,2,25,44,5,31,75,89,132,328,150,42,91,127,28,5,1098,NA,TRUE,FALSE,11,11,1,1,"0,83"
"352",816,NA,NA,"base","interview",4,3,1,1,1,2,5,1,4,5,1,3,1,3,1,1,4,2,2,2,2,1,1,4,3,6,6,4,4,3,5,4,4,1,7,92,51,35,13,66,50,35,8,32,1,53,100,1,100,35,100,1,1,96,80,18,38,64,NA,NA,92,NA,100,6,5,6,5,5,6,6,5,1,4,78,41,44,44,35,26,56,45,36,40,25,48,93,40,62,NA,39,75,59,30,1,22,NA,5,4,333,88,38,94,58,37,43,55,18,8,776,NA,TRUE,FALSE,11,11,3,3,"1,47"
"353",817,NA,NA,"base","interview",2,5,3,3,2,2,3,1,1,4,1,1,1,1,1,1,1,4,1,5,2,2,3,6,2,5,6,4,3,4,4,3,3,1,100,23,60,9,58,100,84,1,4,NA,51,100,100,100,100,54,73,4,6,100,68,95,88,1,11,92,94,NA,100,6,5,6,6,6,6,6,6,4,3,82,82,52,82,44,101,101,93,67,78,78,51,101,87,86,1,50,101,101,3,2,20,57,4,33,144,294,87,294,105,57,115,139,40,67,1314,NA,TRUE,FALSE,11,11,0,0,"0,57"
"354",818,NA,NA,"base","interview",2,2,2,3,1,2,3,1,2,4,2,2,1,2,1,1,4,1,2,2,2,1,2,2,1,4,4,2,2,2,4,2,2,1,76,100,100,78,53,100,76,16,15,76,100,52,100,NA,100,76,48,28,1,74,50,NA,50,48,34,100,100,NA,71,6,6,6,6,6,6,5,5,4,5,75,77,73,69,25,58,101,NA,96,40,44,74,101,101,65,NA,65,101,76,53,1,18,NA,5,23,129,133,91,420,136,57,107,192,28,11,1327,NA,TRUE,FALSE,11,11,4,4,"0,65"
"355",820,NA,NA,"base","interview",3,3,4,4,3,2,3,1,1,3,1,1,1,1,2,1,3,4,1,2,1,1,1,1,1,5,4,3,3,2,4,3,2,1,90,6,90,51,90,90,90,11,2,71,90,90,90,85,90,80,71,1,1,90,45,60,90,21,1,100,100,90,61,6,6,6,6,6,6,6,6,5,5,51,51,51,51,26,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1,21,37,5,60,59,120,50,261,86,43,46,104,22,6,857,NA,TRUE,FALSE,11,11,0,0,"1"
"356",821,NA,NA,"base","interview",1,4,4,3,2,1,1,1,3,4,2,1,1,1,1,1,1,4,1,4,5,2,1,6,1,6,6,1,6,6,6,5,1,NA,100,100,60,100,41,100,100,53,51,NA,NA,100,51,11,100,NA,NA,52,86,NA,100,100,NA,47,NA,100,NA,100,NA,4,6,5,5,4,6,6,NA,NA,NA,61,61,98,61,23,1,39,73,93,29,15,1,1,1,1,1,15,1,95,96,1,27,73,6,1,79,77,26,141,105,30,33,112,24,5,633,NA,TRUE,FALSE,11,11,9,9,"1,5"
"357",823,NA,NA,"base","interview",4,4,3,2,2,1,3,1,1,5,2,3,2,4,4,2,2,3,2,4,3,2,3,5,2,4,4,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,98,79,NA,NA,NA,NA,51,12,NA,93,NA,NA,NA,NA,48,NA,54,NA,86,NA,NA,NA,NA,NA,5,5,5,5,2,3,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,47,5,12,55,115,235,101,89,40,65,24,27,9,772,NA,TRUE,FALSE,11,11,35,35,"1,21"
"358",826,NA,NA,"base","interview",4,4,2,4,2,3,3,2,1,2,2,3,2,2,5,3,3,2,2,2,2,2,2,3,2,4,4,4,4,3,4,3,3,1,100,50,81,100,100,77,100,33,18,44,100,100,100,100,100,71,83,6,1,100,65,53,58,6,NA,58,100,100,100,6,6,6,6,5,5,5,5,5,4,71,72,83,56,61,80,101,53,101,7,22,61,101,54,92,52,54,101,84,77,1,20,16,5,6,128,118,102,118,130,53,56,116,17,9,853,NA,TRUE,FALSE,11,11,1,1,"1,03"
"359",827,NA,NA,"base","interview",3,4,1,5,2,1,3,2,1,5,1,2,2,4,3,4,6,5,2,6,4,5,4,6,5,4,4,3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,52,51,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,57,5,3,3,4,3,2,5,3,1,1,97,95,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,24,5,14,71,99,45,62,75,44,49,40,29,8,536,NA,TRUE,FALSE,11,11,34,33,"1,37"
"360",828,NA,NA,"base","interview",3,4,2,3,2,1,3,1,1,5,2,5,5,3,5,3,5,4,4,5,4,3,4,5,2,4,5,4,5,6,4,4,2,1,62,59,100,22,42,100,54,71,25,51,43,47,64,82,87,64,39,1,1,100,82,100,51,49,47,82,80,1,93,5,3,3,4,4,4,3,3,4,3,91,40,72,43,69,53,56,29,1,26,34,99,2,17,5,25,56,1,101,6,2,22,42,5,4,65,115,57,126,93,61,79,166,25,8,799,NA,TRUE,FALSE,11,11,0,0,"1,13"
"361",836,NA,NA,"base","interview",1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,2,2,2,2,1,6,1,1,60,26,96,21,95,86,100,21,1,100,85,100,100,100,100,100,95,4,1,100,30,100,100,6,36,26,100,51,51,5,6,6,6,6,6,6,6,4,6,76,51,26,26,11,96,101,90,90,51,51,51,101,94,97,84,51,101,87,51,1,33,20,5,53,114,266,80,333,153,93,108,185,32,11,1428,NA,TRUE,FALSE,11,11,0,0,"0,56"
"362",837,NA,NA,"base","interview",5,3,4,2,1,3,4,3,2,5,2,3,2,5,2,2,4,1,1,1,2,1,1,1,2,4,5,5,NA,NA,NA,NA,NA,5,14,27,24,83,78,47,80,5,8,14,6,100,100,100,100,58,21,8,5,13,52,58,54,31,25,71,55,8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,53,24,21,27,70,51,42,40,10,9,24,70,54,20,8,25,20,NA,7,1,21,47,5,21,145,228,58,325,186,28,4,81,27,4,1107,NA,TRUE,FALSE,11,11,13,14,"1,09"
"363",839,NA,NA,"base","interview",4,5,4,3,2,3,3,2,1,1,1,2,1,4,2,1,4,2,1,2,3,1,2,3,1,5,5,5,5,3,4,1,2,2,27,53,16,52,94,86,52,1,1,56,38,49,93,30,89,91,100,1,8,90,67,47,76,17,NA,90,53,NA,39,6,6,6,6,5,5,5,5,2,5,55,54,25,55,54,53,53,93,73,40,43,52,51,53,53,NA,53,53,53,35,1,19,24,5,25,109,166,98,266,158,77,95,128,29,7,1158,NA,TRUE,FALSE,11,11,3,2,"0,68"
"364",841,NA,NA,"base","interview",3,2,3,3,2,4,5,2,3,4,2,2,1,4,2,1,4,4,2,4,2,3,4,5,2,4,5,3,3,4,5,3,3,1,16,76,11,85,75,75,90,51,31,21,21,11,100,26,90,51,51,16,16,61,51,31,51,65,21,80,51,1,51,6,5,5,4,5,5,4,4,2,3,51,51,61,41,31,41,51,31,21,41,51,51,51,51,51,1,51,51,51,51,2,25,57,5,1,130,268,47,327,93,144,67,179,20,3,1279,NA,TRUE,FALSE,11,11,0,0,"1,07"
"365",842,NA,NA,"base","interview",2,4,3,2,2,2,3,2,2,6,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,3,3,4,3,3,2,1,1,31,64,22,34,51,72,21,1,43,2,26,100,79,96,97,NA,1,30,69,57,80,94,1,40,96,95,5,49,6,6,6,6,6,6,6,6,4,6,10,5,46,9,11,47,74,68,37,78,76,2,74,72,79,79,1,59,12,47,1,32,27,5,5,75,99,45,132,66,38,37,94,31,10,632,NA,TRUE,FALSE,11,11,0,0,"1,27"
"366",845,NA,NA,"base","interview",1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,3,1,5,5,4,NA,11,NA,NA,53,21,100,100,32,NA,NA,NA,100,100,26,100,100,100,NA,NA,100,55,61,100,NA,31,21,NA,NA,100,6,6,6,6,6,6,6,6,5,6,52,53,63,22,NA,78,NA,NA,NA,52,52,NA,NA,NA,55,NA,52,NA,51,NA,2,28,48,5,6,97,113,64,190,76,59,55,69,55,16,800,NA,TRUE,FALSE,11,11,14,14,"1,01"
"367",850,NA,NA,"base","interview",1,1,3,2,2,2,2,1,1,4,1,2,1,1,4,1,2,NA,2,3,1,1,1,2,1,5,5,3,3,4,5,3,3,1,26,60,25,6,65,51,95,10,12,58,4,65,100,55,100,87,100,51,1,95,51,40,91,61,31,61,96,80,62,6,6,6,6,6,6,6,6,5,6,46,38,29,29,33,65,81,101,86,48,48,38,51,48,54,64,51,81,50,29,1,22,28,6,9,200,235,205,465,266,93,45,216,26,5,1765,NA,TRUE,FALSE,11,11,2,2,"0,7"
"368",851,NA,NA,"base","interview",3,3,2,3,1,2,4,1,2,5,2,2,2,4,5,2,5,3,1,2,2,1,1,2,1,4,4,2,2,3,2,2,2,1,80,80,41,60,51,78,100,24,37,40,6,100,100,90,79,53,100,25,3,73,54,96,80,49,43,74,89,25,31,6,6,5,6,6,6,6,4,3,4,37,18,39,33,38,14,69,23,35,41,40,33,54,47,60,29,37,49,46,39,2,19,46,5,8,74,121,53,172,112,49,65,56,28,9,747,NA,TRUE,FALSE,11,11,0,0,"1,06"
"369",852,NA,NA,"base","interview",1,3,2,4,1,1,4,3,2,2,2,2,2,2,2,2,3,2,1,3,2,2,2,3,2,5,4,3,3,2,3,2,2,6,90,100,70,90,40,100,100,75,51,80,50,100,100,51,100,100,50,70,51,100,91,100,61,100,21,100,100,85,76,5,4,3,6,4,5,3,4,2,3,71,71,101,NA,66,86,101,101,96,66,66,81,81,57,52,31,91,101,76,46,1,32,70,7,11,166,128,117,500,102,91,116,400,49,10,1690,NA,TRUE,FALSE,11,11,2,2,"0,6"
"370",857,NA,NA,"base","interview",2,2,2,4,3,3,3,1,1,3,1,1,1,1,1,1,4,4,1,4,3,3,3,5,5,2,3,2,2,3,3,3,3,1,47,96,79,63,89,99,100,17,37,1,1,51,100,100,100,68,52,51,6,87,55,80,70,92,52,100,100,100,61,6,6,6,5,5,6,6,6,3,5,80,78,49,52,63,63,101,66,101,61,53,64,61,64,59,62,59,97,68,34,1,20,55,5,45,65,83,56,189,82,59,52,93,23,7,754,NA,TRUE,FALSE,11,11,0,0,"1"
"371",863,NA,NA,"base","interview",3,2,3,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,5,4,1,3,4,2,1,2,51,42,56,17,82,82,83,9,3,61,79,83,83,75,100,65,54,28,6,87,21,100,69,21,2,82,100,NA,NA,5,6,6,6,5,6,5,6,4,4,52,45,9,32,18,35,101,91,93,24,14,31,76,51,53,28,56,101,59,38,1,18,44,5,7,70,89,52,166,63,63,62,111,28,9,720,NA,TRUE,FALSE,11,11,0,0,"1,09"
"372",866,NA,NA,"base","interview",1,3,2,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,1,1,1,90,25,100,6,100,71,100,1,1,80,71,80,100,100,100,100,100,1,1,100,21,100,92,1,9,100,100,90,80,6,6,6,6,6,6,6,6,6,6,29,47,20,31,12,61,101,101,101,71,87,20,99,71,101,101,46,101,37,71,1,20,19,5,14,102,155,79,304,97,54,82,197,34,14,1132,NA,TRUE,FALSE,11,11,0,0,"0,72"
"373",869,NA,NA,"base","interview",2,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,4,4,3,3,3,4,3,3,1,51,51,51,19,76,90,80,11,51,80,25,60,80,51,71,76,80,1,1,65,41,41,80,51,21,60,85,41,71,6,6,6,6,6,6,6,6,6,6,51,31,31,11,11,61,61,71,61,71,71,21,71,71,71,1,51,71,51,61,1,23,16,6,12,74,246,45,343,74,48,55,120,20,7,1044,NA,TRUE,FALSE,11,11,0,0,"0,96"
"374",875,NA,NA,"base","interview",1,2,1,3,3,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,3,4,3,2,1,80,30,97,24,29,86,84,11,12,72,2,66,53,100,91,84,71,17,1,57,50,55,68,39,NA,45,93,32,76,4,5,4,6,5,3,6,4,4,4,59,62,77,67,47,58,90,85,85,45,39,37,69,67,65,64,52,73,42,30,1,23,19,6,14,90,107,66,143,108,79,74,102,31,3,817,NA,TRUE,FALSE,11,11,0,0,"1"
"375",884,NA,NA,"base","interview",3,2,2,2,2,1,1,1,1,4,2,1,2,1,1,1,4,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,NA,100,NA,30,16,100,100,100,NA,NA,NA,NA,100,100,100,100,100,100,NA,30,100,16,100,100,NA,NA,21,100,NA,80,6,6,6,6,6,6,6,5,5,6,51,51,51,51,26,71,76,76,76,41,41,21,51,51,76,NA,51,76,51,36,1,22,15,6,9,116,133,68,206,102,79,64,267,30,8,1082,NA,TRUE,FALSE,11,11,1,1,"0,82"
"376",888,NA,NA,"base","interview",1,4,3,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,4,1,1,2,4,1,2,1,1,1,1,2,2,2,1,100,11,90,1,31,90,100,11,1,11,51,99,100,100,100,99,90,1,1,100,36,100,99,2,1,90,100,51,51,6,6,6,6,6,6,6,6,5,6,81,31,81,31,21,86,101,91,91,51,51,61,101,91,100,61,51,101,91,51,2,25,35,6,8,134,169,104,301,103,47,50,233,20,2,1171,NA,TRUE,FALSE,11,11,0,0,"1,06"
"377",890,NA,NA,"base","interview",2,3,2,2,2,3,3,2,2,2,2,1,1,5,2,1,3,2,2,4,1,2,2,3,4,5,5,5,5,1,3,3,1,1,17,76,46,52,81,100,40,8,51,61,14,100,79,1,89,1,100,1,1,49,1,90,12,11,1,49,100,53,11,5,6,5,5,5,5,4,5,5,3,81,12,36,4,4,10,101,101,80,61,61,10,19,90,5,63,86,101,67,22,1,27,57,6,5460,34,45,1116,121,4849,105,1778,53,17,3,603,NA,TRUE,FALSE,11,11,0,0,"1,12"
"378",893,NA,NA,"base","interview",1,2,1,1,1,1,3,1,1,4,1,1,1,1,1,1,3,6,1,5,1,1,2,2,1,4,2,2,1,2,2,2,1,1,71,15,55,6,100,76,70,36,1,56,1,95,100,90,95,95,100,2,1,90,30,61,100,51,30,61,90,1,16,5,6,6,6,6,6,6,5,5,6,51,31,51,11,1,51,61,101,71,56,56,6,56,66,71,11,51,56,41,56,2,29,10,6,15,144,299,195,414,391,151,106,276,72,16,2079,NA,TRUE,FALSE,11,11,0,0,"0,42"
"379",896,NA,NA,"base","interview",1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,3,1,4,3,2,1,1,2,2,1,NA,50,19,72,NA,85,52,100,NA,NA,86,NA,100,89,70,100,76,100,8,NA,100,30,74,94,14,NA,51,100,77,61,5,6,6,6,6,6,5,5,4,6,52,36,33,48,31,65,101,90,90,66,72,36,87,74,90,68,31,94,58,55,2,24,20,5,22,196,354,116,325,164,114,125,182,27,7,1632,NA,TRUE,FALSE,11,11,6,5,"0,55"
"380",899,NA,NA,"base","interview",1,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,4,NA,1,1,2,1,1,3,2,2,2,2,2,1,2,2,1,1,61,21,85,6,85,56,100,1,1,90,11,100,100,100,100,100,100,1,1,100,11,51,90,1,1,4,100,100,30,2,6,6,6,6,6,6,6,6,6,41,11,16,6,41,76,101,86,101,86,71,1,101,101,101,101,6,101,51,81,1,21,25,5,2,49,136,43,171,97,30,52,125,20,6,731,NA,TRUE,FALSE,11,11,1,1,"1,34"
"381",901,NA,NA,"base","interview",1,2,1,2,3,3,3,1,2,4,3,1,5,2,4,1,5,3,1,5,2,1,NA,5,2,3,4,2,2,2,2,1,2,NA,21,28,40,8,66,80,100,11,21,51,61,85,86,75,100,90,71,16,4,100,11,71,90,31,9,95,100,100,35,4,5,6,6,6,5,5,5,4,5,41,24,18,11,11,61,56,81,78,56,51,21,61,75,77,61,41,51,41,41,1,25,26,6,3,75,184,76,760,159,53,70,389,22,5,1796,NA,TRUE,FALSE,11,11,1,1,"0,97"
"382",902,NA,NA,"base","interview",1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,4,1,1,3,1,1,3,1,1,2,2,2,2,1,2,2,1,1,59,37,59,1,73,49,79,3,6,83,49,89,49,80,61,78,82,1,1,88,11,100,99,2,2,31,98,22,49,6,6,6,6,6,6,6,6,6,6,16,14,14,12,13,13,81,70,95,52,52,11,53,53,54,94,52,53,14,53,1,22,1,5,3,52,108,37,157,81,45,45,61,14,14,617,NA,TRUE,FALSE,11,11,0,0,"1,43"
"383",903,NA,NA,"base","interview",1,3,2,3,3,3,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,3,2,2,5,5,4,2,4,4,3,2,1,21,21,100,51,51,61,100,1,11,51,51,100,75,100,100,100,100,51,1,100,36,70,90,1,21,71,100,51,61,6,5,5,6,6,4,5,5,4,5,51,41,31,41,31,71,101,81,91,51,51,36,101,41,76,31,51,101,51,41,1,25,24,6,21,65,130,73,316,99,86,89,166,13,4,1062,NA,TRUE,FALSE,11,11,0,0,"0,92"
"384",904,NA,NA,"base","interview",2,4,3,3,2,2,1,1,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,2,2,NA,100,100,100,NA,100,67,NA,NA,56,100,57,50,59,100,86,80,100,NA,NA,100,NA,100,100,100,NA,5,100,100,NA,6,6,6,6,6,6,6,6,6,6,62,61,61,60,60,59,59,56,55,58,59,54,53,58,55,51,54,52,45,47,2,34,12,6,2,56,83,44,92,57,32,29,30,11,2,438,NA,TRUE,FALSE,11,11,6,6,"2,06"
"385",906,NA,NA,"base","interview",2,3,3,3,1,1,2,1,1,6,2,5,2,2,3,2,5,3,2,4,2,1,1,3,2,2,2,1,1,2,2,2,2,100,100,100,58,16,39,71,64,45,14,63,100,100,100,100,92,51,100,1,1,100,99,98,100,1,1,100,100,100,60,5,6,6,6,5,6,5,5,2,2,14,9,38,1,1,13,73,74,4,49,49,4,50,48,48,84,46,39,24,24,2,28,42,5,3,228,767,37,112,143,36,45,65,25,3,813,NA,TRUE,FALSE,11,11,0,0,"1,33"
"386",916,NA,NA,"base","interview",1,1,1,1,1,1,2,1,1,1,3,1,2,1,5,1,1,4,1,3,1,1,4,2,3,4,3,2,2,2,2,2,2,1,100,51,60,21,76,74,91,36,1,92,40,100,100,99,100,100,100,14,6,100,51,100,100,51,2,6,70,16,32,2,6,5,5,5,5,4,5,5,5,54,43,49,NA,52,73,77,88,69,75,78,27,76,73,72,68,46,73,49,43,2,26,10,6,98,111,447,60,158,109,50,73,112,23,5,1159,NA,TRUE,FALSE,11,11,1,1,"0,82"
"387",918,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,4,1,4,4,3,4,4,1,3,3,2,2,1,2,2,2,1,1,11,20,7,36,30,40,20,15,12,2,46,46,50,47,51,73,1,1,49,35,52,53,40,6,5,50,NA,50,4,4,4,6,4,4,5,4,4,5,51,20,36,3,2,8,26,45,28,25,39,1,50,30,38,16,50,49,15,40,1,22,42,5,16,37,75,58,166,109,38,87,80,25,7,698,NA,TRUE,FALSE,11,11,0,0,"1,13"
"388",919,NA,NA,"base","interview",2,3,2,3,2,1,2,2,2,3,3,2,1,2,1,2,4,1,1,1,1,1,2,1,2,4,5,3,2,2,3,3,1,3,19,27,45,38,30,65,79,33,64,56,31,51,50,61,77,66,96,39,10,51,41,58,62,36,15,27,61,51,68,6,5,6,6,6,6,6,6,4,5,28,20,51,42,6,48,65,100,80,51,54,48,60,67,67,56,51,81,67,60,1,23,30,5,9,56,61,33,191,54,35,37,102,16,5,599,NA,TRUE,FALSE,11,11,0,0,"1,43"
"389",929,NA,NA,"base","interview",1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,4,2,2,3,2,1,1,1,1,2,2,2,1,2,2,2,2,1,79,18,80,5,65,50,74,7,2,86,80,74,52,77,81,89,97,3,1,83,24,95,95,8,6,28,91,87,34,4,6,6,5,6,6,5,6,5,6,18,8,1,10,8,47,83,83,98,67,68,11,64,71,81,99,12,63,37,55,3,27,1,6,6,38,73,45,112,87,28,43,108,11,5,556,NA,TRUE,FALSE,11,11,0,0,"1,55"
"390",930,NA,NA,"base","interview",1,2,2,4,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,2,2,2,3,5,1,1,6,48,16,51,1,80,79,100,39,1,70,NA,100,100,100,100,100,100,1,1,100,70,62,100,37,1,74,100,100,100,6,6,6,6,4,5,6,6,3,4,73,15,31,39,25,14,100,1,83,65,66,31,101,88,99,1,54,101,86,51,1,21,26,6,15,72,90,61,225,78,51,68,99,25,9,793,NA,TRUE,FALSE,11,11,1,1,"0,97"
"391",933,NA,NA,"base","interview",1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,4,1,NA,2,1,1,1,6,3,84,3,67,45,24,53,65,2,1,86,98,96,66,95,62,92,99,1,1,69,1,96,98,1,1,25,95,1,43,6,6,6,6,6,6,6,6,5,6,9,16,1,1,1,1,86,99,78,56,56,1,40,37,83,82,3,82,2,82,1,27,1,6,4,75,165,54,229,75,50,67,154,28,3,904,NA,TRUE,FALSE,11,11,1,1,"1,19"
"392",935,NA,NA,"base","interview",2,5,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,5,4,2,2,1,1,6,1,1,15,73,46,11,36,41,84,8,18,64,18,55,93,39,97,96,100,2,1,83,40,21,85,86,15,6,99,6,100,6,6,6,6,6,6,6,6,3,6,46,12,9,10,1,73,100,101,101,93,96,9,29,86,92,4,4,101,18,14,1,61,2,4,21,116,95,72,251,87,48,57,184,32,6,969,NA,TRUE,FALSE,11,11,0,0,"0,86"
"393",937,NA,NA,"base","interview",2,4,2,3,2,1,4,1,1,4,2,4,2,4,3,2,3,2,1,5,1,1,2,5,4,2,1,2,2,3,1,1,2,NA,100,6,31,71,80,90,76,21,NA,41,90,95,100,100,95,61,51,NA,NA,90,51,56,70,6,NA,71,100,95,85,5,6,6,3,5,6,5,4,4,2,66,41,56,36,36,81,96,76,81,51,51,41,51,51,41,36,51,51,51,41,2,21,60,5,19,56,73,38,150,99,33,70,112,27,5,682,NA,TRUE,FALSE,11,11,2,2,"1,15"
"394",939,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,2,2,6,2,2,1,4,1,1,3,2,2,1,1,1,1,1,51,33,51,1,21,70,100,1,1,100,100,100,51,100,100,100,100,1,1,100,30,100,100,1,1,6,100,51,30,6,6,6,6,6,6,6,6,6,6,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,2,23,15,5,10,72,147,55,226,100,44,57,84,25,5,825,NA,TRUE,FALSE,11,11,0,0,"1,03"
"395",941,NA,NA,"base","interview",1,2,2,1,1,1,1,3,3,1,1,1,1,4,1,1,2,2,1,2,2,2,1,2,1,4,2,4,2,2,2,2,1,1,79,8,39,3,71,87,100,8,4,51,100,100,100,100,100,100,99,11,1,100,49,80,85,1,1,22,100,100,21,6,6,6,6,6,5,6,5,4,6,51,52,48,50,77,77,80,81,78,39,49,45,50,36,54,29,53,55,53,57,2,26,22,5,28,89,120,68,166,129,78,113,83,36,5,915,NA,TRUE,FALSE,11,11,0,0,"0,84"
"396",942,NA,NA,"base","interview",1,2,2,2,3,2,1,1,1,1,2,2,1,2,1,1,2,3,2,4,2,1,1,1,2,4,4,3,3,2,2,3,2,19,39,3,59,6,77,60,83,6,2,79,8,99,71,72,100,86,86,1,6,100,11,91,84,1,6,70,100,27,73,5,5,5,6,6,6,6,6,3,6,66,55,9,14,69,53,99,83,90,41,42,15,101,51,79,74,32,72,44,47,1,24,23,6,8,69,145,37,102,71,54,42,75,20,10,633,NA,TRUE,FALSE,11,11,0,0,"1,23"
"397",949,NA,NA,"base","interview",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,1,100,26,51,1,34,70,100,1,1,100,36,100,100,100,100,100,100,1,1,100,21,100,100,1,1,16,100,71,1,2,5,2,6,6,6,6,6,6,6,12,12,31,10,5,95,101,101,101,101,101,17,101,101,101,101,51,101,32,101,2,30,17,6,2,45,109,149,110,50,46,48,36,13,2,610,NA,TRUE,FALSE,11,11,1,1,"1,81"
