"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","ko01_31","mi01_01","mi01_02","mi01_03","mi01_04","mi01_05","mi01_06","mi01_07","mi01_08","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","ta01_21","ta01_22","ta01_23","ta01_24","ta01_25","ta01_26","ta01_27","ta01_28","ta01_29","ta01_30","ta01_31","ta01_32","ta01_33","ta01_34","ta01_35","ta01_36","ta01_37","ta01_38","ta01_39","ta01_40","de01_01","de02","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"455",1717,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,11,1,10,4,11,7,11,1,1,9,6,11,11,9,11,11,10,1,1,11,7,11,11,1,2,6,11,1,5,5,4,3,2,4,4,2,2,5,6,4,1,6,3,11,6,3,6,11,11,3,11,11,11,6,11,11,7,7,8,8,11,11,6,1,7,8,11,5,1,3,1,1,3,1,3,4,1,22,1,4,4,9,61,203,174,132,90,35,164,69,8,945,NA,TRUE,FALSE,10,10,1,0,"0,87"
"456",1718,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,6,1,6,1,1,3,5,1,NA,8,6,8,4,8,4,11,1,1,8,NA,NA,NA,8,6,9,6,1,1,11,3,NA,11,NA,2,6,11,NA,7,4,4,3,3,4,2,2,1,9,1,NA,1,11,9,11,11,9,11,11,11,11,8,11,11,9,11,11,9,6,11,NA,11,11,9,9,9,9,11,9,7,9,3,5,9,1,11,8,6,32,1,4,7,11,86,174,196,124,97,43,311,40,8,1090,NA,TRUE,FALSE,10,10,3,2,"0,78"
"457",1719,NA,NA,"base","interview",2,4,2,4,1,2,3,2,2,5,1,4,2,3,2,3,5,5,4,6,6,6,4,6,4,1,9,6,6,5,1,6,6,6,1,4,6,11,6,9,6,6,6,6,4,8,6,6,6,6,6,8,6,6,9,5,5,4,4,3,3,3,3,5,3,5,4,6,6,8,6,6,6,4,3,6,5,6,6,6,4,6,6,6,4,6,6,6,6,5,6,5,6,6,6,5,4,6,6,4,5,6,5,18,1,8,4,37,262,410,705,232,151,73,650,174,31,2725,NA,TRUE,FALSE,10,10,1,0,"0,3"
"458",1725,NA,NA,"base","interview",4,5,4,3,2,2,4,3,2,2,3,2,1,2,2,1,5,3,2,3,3,1,2,3,2,6,2,9,6,3,1,9,5,3,5,6,6,1,11,3,6,6,6,1,2,6,6,6,8,8,6,10,6,1,11,5,5,2,3,4,3,3,2,6,4,6,6,9,6,10,6,6,9,6,7,8,1,11,9,9,6,5,6,1,6,4,8,4,2,2,7,2,6,9,6,3,3,6,6,2,3,6,4,22,1,6,4,3,77,223,139,151,59,19,125,24,4,824,NA,TRUE,FALSE,10,10,1,0,"1,33"
"459",1730,NA,NA,"base","interview",4,4,3,3,2,2,4,4,3,6,3,3,2,2,2,2,3,3,1,3,3,1,2,5,2,1,2,6,4,5,5,9,8,6,7,7,1,8,10,5,11,7,7,3,3,6,7,6,6,7,6,8,7,NA,11,4,4,1,1,3,3,2,1,5,4,8,NA,6,6,8,11,6,5,6,5,NA,4,7,6,4,NA,2,NA,NA,3,NA,6,4,2,2,8,3,8,6,6,6,NA,7,6,2,4,NA,3,24,1,6,5,4,52,99,120,99,42,17,130,44,5,612,NA,TRUE,FALSE,10,10,8,7,"1,45"
"460",1731,NA,NA,"base","interview",1,4,2,2,1,2,3,2,1,2,3,1,3,2,5,1,2,5,1,3,3,1,2,2,1,1,NA,3,4,1,9,10,6,1,1,6,2,2,11,9,6,9,11,1,3,7,6,NA,9,3,2,2,6,1,7,4,3,2,2,2,2,1,1,4,1,6,1,5,3,6,9,2,4,6,8,10,2,9,6,6,1,6,6,4,6,2,8,10,5,6,8,6,10,6,3,2,4,2,4,1,3,2,2,32,2,3,4,11,89,145,162,138,58,30,211,74,13,931,NA,TRUE,FALSE,10,10,1,0,"0,82"
"461",1732,NA,NA,"base","interview",1,2,2,2,3,2,1,1,1,1,5,1,2,1,1,1,5,2,1,3,2,1,4,2,2,2,10,4,7,1,8,4,9,3,1,11,6,9,3,9,11,10,5,5,2,11,4,8,10,4,3,3,11,1,1,4,3,2,2,5,1,1,3,5,3,7,1,6,4,6,5,4,2,9,7,2,11,8,9,1,7,3,9,9,9,11,2,4,4,9,11,10,6,6,6,3,3,6,6,3,3,4,3,26,2,1,7,7,53,143,197,72,50,47,192,38,9,808,NA,TRUE,FALSE,10,10,1,0,"1,05"
"462",1734,NA,NA,"base","interview",1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,11,2,7,6,11,3,1,7,6,11,7,11,11,11,11,5,1,11,7,10,11,2,3,4,11,1,9,3,3,2,2,2,1,2,2,6,1,7,1,5,8,11,11,6,6,11,7,8,10,9,10,11,11,10,9,5,8,9,9,8,6,6,9,6,11,6,6,3,2,3,5,3,6,3,5,28,1,4,7,4,37,62,127,54,29,21,98,21,4,457,NA,TRUE,FALSE,10,10,1,0,"1,84"
"463",1739,NA,NA,"base","interview",1,1,1,1,4,2,1,1,1,2,6,1,1,1,1,1,3,1,1,1,1,1,1,1,1,NA,6,NA,11,NA,11,11,11,NA,NA,11,3,11,6,11,11,11,NA,NA,NA,11,NA,11,11,NA,NA,NA,11,9,11,3,4,1,1,1,1,1,3,1,1,1,1,1,1,11,1,1,1,11,11,1,11,11,11,1,11,1,11,11,11,11,1,1,4,1,11,1,1,1,1,1,1,1,1,1,1,1,1,28,1,1,7,80,53,66,84,90,41,30,97,27,3,571,NA,TRUE,FALSE,10,10,10,9,"1,39"
"464",1741,NA,NA,"base","interview",4,2,3,2,4,4,3,4,4,5,5,6,6,5,5,6,5,1,1,1,1,2,1,1,1,11,5,7,9,9,6,9,7,7,6,8,7,5,10,5,10,6,7,7,8,6,8,7,9,9,9,8,8,9,9,5,6,1,1,5,5,3,2,6,9,7,9,8,9,8,5,9,9,7,9,9,8,8,7,8,7,10,7,9,8,9,8,9,5,9,7,8,7,9,9,9,8,9,8,7,9,5,9,NA,2,10,4,5,17,21,35,25,15,5,35,35,1,194,NA,TRUE,FALSE,10,10,1,1,"2,75"
"465",1743,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,6,1,9,1,10,10,11,1,1,11,8,11,4,11,11,11,11,1,1,11,1,6,11,1,1,1,11,11,6,2,2,2,2,1,2,2,1,1,1,1,1,4,1,9,2,1,1,11,11,4,11,11,9,5,11,3,10,11,8,11,3,3,7,9,9,11,1,1,1,1,6,1,1,4,1,1,1,24,4,1,4,10,81,160,157,95,40,33,174,31,3,784,NA,TRUE,FALSE,10,10,3,3,"1,14"
"466",1744,NA,NA,"base","interview",2,1,1,NA,2,3,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,1,4,7,7,2,9,9,11,1,1,9,5,5,9,7,11,11,10,2,1,11,6,9,11,4,2,5,11,11,7,4,4,2,2,3,3,2,2,6,1,5,1,8,5,10,3,9,7,11,11,11,9,11,11,9,11,9,9,5,5,5,8,8,7,3,10,7,10,8,7,7,5,6,7,2,6,4,4,25,2,3,7,24,43,71,130,60,37,24,159,31,3,582,NA,TRUE,FALSE,10,10,2,1,"1,39"
"467",1746,NA,NA,"base","interview",2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,3,2,1,1,2,2,1,6,1,8,1,5,4,7,1,1,11,4,11,1,6,9,9,9,3,1,11,1,11,11,1,1,1,10,6,3,2,1,1,1,1,1,1,1,6,1,1,1,8,1,10,1,10,9,11,11,1,11,11,NA,NA,9,6,NA,11,8,11,6,6,6,11,9,9,7,8,7,6,8,8,7,3,10,5,NA,27,4,2,7,5,97,148,107,115,92,66,182,36,6,854,NA,TRUE,FALSE,10,10,4,3,"1,04"
"468",1747,NA,NA,"base","interview",2,2,2,1,2,2,1,2,2,2,3,1,1,1,2,2,3,5,1,5,3,1,1,1,3,NA,11,NA,9,NA,9,6,11,NA,NA,6,4,10,8,11,11,11,11,NA,NA,8,NA,11,11,NA,NA,NA,11,NA,NA,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,7,4,NA,NA,9,8,8,10,11,7,7,9,10,9,11,10,6,9,9,6,9,5,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,1,7,246,52,82,178,85,29,26,83,32,14,593,NA,TRUE,FALSE,10,10,26,25,"1,17"
"469",1749,NA,NA,"base","interview",1,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,9,6,10,2,6,8,11,1,2,8,6,5,11,11,11,11,11,2,1,10,3,11,11,2,2,9,11,6,9,3,2,2,1,3,3,2,1,3,2,11,1,7,3,11,11,7,5,11,10,11,11,11,11,11,11,11,9,10,9,9,11,11,6,7,11,9,11,5,2,2,5,5,6,1,2,6,2,19,1,3,4,17,87,321,215,84,68,39,178,60,7,1076,NA,TRUE,FALSE,10,10,1,0,"0,79"
"470",1753,NA,NA,"base","interview",2,2,1,2,2,3,3,1,1,6,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,9,6,11,4,11,8,11,2,4,11,10,8,11,9,11,11,10,2,1,11,7,10,11,5,6,9,11,9,11,3,2,4,2,2,2,2,2,8,NA,10,1,8,6,11,10,6,7,10,10,10,10,10,10,10,10,9,10,8,9,9,10,9,1,9,11,8,9,10,8,8,3,6,8,NA,7,6,7,21,2,2,4,13,49,87,103,61,38,20,111,41,4,527,NA,TRUE,FALSE,10,10,3,2,"1,4"
"471",1759,NA,NA,"base","interview",4,3,3,4,4,2,2,3,2,3,2,1,2,3,5,2,4,2,1,4,2,2,2,3,1,8,7,9,1,6,4,8,11,5,1,6,4,4,10,10,10,9,3,5,1,9,8,8,7,3,6,6,9,9,8,5,5,2,2,4,4,3,1,2,9,9,11,6,2,3,2,4,6,2,3,3,11,9,2,9,3,3,2,11,7,11,6,8,8,7,4,7,1,4,5,6,4,3,5,9,4,6,7,22,2,8,4,5,56,73,132,71,41,20,177,28,6,609,NA,TRUE,FALSE,10,10,1,0,"1,42"
"472",1761,NA,NA,"base","interview",1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,1,1,4,3,4,4,1,4,4,1,1,2,7,11,5,8,8,6,1,11,11,6,11,11,11,10,11,11,1,2,11,5,9,11,11,1,7,11,4,9,4,4,1,1,2,1,1,1,6,1,11,1,6,3,6,10,6,6,11,10,11,9,11,10,11,11,6,11,6,10,9,8,11,10,9,10,10,10,6,6,6,6,6,6,2,6,6,6,21,2,2,4,4,67,95,195,113,48,31,149,57,5,764,NA,TRUE,FALSE,10,10,1,0,"1,22"
"473",1763,NA,NA,"base","interview",2,3,4,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,11,6,11,11,11,1,3,6,1,11,11,11,11,11,11,3,1,11,6,6,11,3,1,9,11,9,11,4,4,4,4,5,5,6,3,11,3,11,5,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,6,11,3,11,11,11,11,11,11,11,11,11,11,7,11,11,11,7,11,11,20,1,5,4,13,89,238,163,94,52,24,131,72,4,880,NA,TRUE,FALSE,10,10,1,0,"1"
"474",1764,NA,NA,"base","interview",2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,11,1,11,11,11,1,1,9,2,11,11,11,11,11,11,1,1,11,3,NA,11,1,6,6,11,NA,11,1,1,1,1,1,1,1,1,10,1,11,1,11,1,11,11,6,6,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,10,11,11,10,11,11,4,5,1,6,1,1,6,6,2,23,2,2,4,24,61,129,110,60,54,15,192,58,5,708,NA,TRUE,FALSE,10,10,2,1,"1,16"
"475",1769,NA,NA,"base","interview",3,4,2,2,2,3,3,2,2,5,1,2,1,2,1,2,3,2,2,2,2,2,2,3,3,NA,8,11,6,6,9,11,9,6,NA,11,NA,3,10,6,11,11,9,2,NA,11,7,9,9,6,6,9,11,11,11,2,2,3,3,4,3,4,3,6,6,9,1,6,6,10,6,6,6,10,6,10,6,8,8,9,10,6,3,10,NA,7,9,9,2,4,4,3,11,8,8,6,4,7,4,2,6,8,5,23,1,3,6,19,63,149,237,92,78,26,311,127,10,1112,NA,TRUE,FALSE,10,10,2,1,"0,77"
"476",1770,NA,NA,"base","interview",2,2,2,4,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,NA,11,5,7,3,11,8,8,3,1,11,1,11,11,11,11,11,11,1,1,11,3,NA,11,1,NA,9,11,NA,7,5,1,2,1,2,2,2,1,6,1,6,1,7,6,11,5,6,1,11,11,11,11,11,11,6,11,10,NA,7,11,8,11,11,7,7,9,6,7,7,5,3,5,1,2,1,4,1,2,25,1,3,7,14,64,116,115,75,37,41,225,44,74,737,NA,TRUE,FALSE,10,10,3,2,"0,97"
"477",1771,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,1,9,1,11,1,1,11,10,11,2,11,11,11,10,1,1,11,1,1,11,1,1,2,11,11,6,3,3,1,1,1,1,1,1,2,1,3,1,6,1,7,6,3,1,11,11,10,11,11,11,6,11,9,11,11,11,11,6,11,11,11,10,11,NA,4,1,1,1,3,1,1,1,2,2,28,2,1,7,44,17,72,307,36,23,20,112,21,4,656,NA,TRUE,FALSE,10,10,2,1,"1,68"
"478",1772,NA,NA,"base","interview",1,2,2,1,1,1,3,2,2,2,2,1,1,1,1,1,5,1,NA,NA,1,1,1,3,1,1,6,2,6,2,6,7,11,1,1,3,3,6,4,11,11,11,11,1,1,11,2,3,10,2,2,6,11,6,10,3,2,5,1,2,2,1,1,6,NA,6,1,6,4,8,5,6,5,6,6,6,6,9,6,6,6,NA,6,4,6,5,6,7,6,6,6,6,6,5,4,NA,2,6,5,2,6,2,5,44,1,3,7,8,83,130,231,130,69,33,274,40,8,1006,NA,TRUE,FALSE,10,10,6,5,"0,88"
"479",1773,NA,NA,"base","interview",3,4,3,4,3,3,5,4,3,6,5,3,5,3,4,3,5,3,3,3,3,3,4,2,3,1,5,11,3,11,6,6,8,9,6,4,3,4,11,6,7,4,1,6,3,6,7,8,4,9,4,9,5,5,4,5,6,5,5,6,6,5,4,6,6,8,6,6,10,7,11,6,6,4,2,4,4,7,4,4,4,5,5,3,3,4,6,6,3,4,6,4,9,6,6,6,6,6,7,6,6,6,6,22,2,9,4,4,74,102,227,242,65,58,190,60,10,1032,NA,TRUE,FALSE,10,10,1,0,"0,98"
"480",1774,NA,NA,"base","interview",1,1,1,1,1,1,2,1,2,3,6,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,6,3,11,1,11,9,11,1,1,11,9,11,6,11,11,11,11,3,1,11,1,6,11,6,1,1,11,3,1,2,2,1,1,1,2,1,1,3,1,6,1,4,1,6,6,6,4,6,9,7,11,6,6,6,9,9,6,9,6,6,4,9,6,8,8,8,8,4,4,4,6,3,3,3,4,3,4,24,2,1,4,69,34,66,93,417,32,19,143,23,7,903,NA,TRUE,FALSE,10,10,1,0,"1,32"
"481",1775,NA,NA,"base","interview",1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,10,10,9,2,6,6,9,1,9,8,6,6,9,9,11,11,10,1,2,11,7,9,11,9,1,6,11,1,11,4,3,4,4,4,3,3,4,6,1,10,1,6,2,10,10,6,6,10,8,10,9,10,6,10,10,10,10,5,6,10,10,8,6,6,10,6,6,6,6,6,3,6,2,5,6,6,2,26,1,3,7,39,71,91,193,62,45,24,113,56,12,706,NA,TRUE,FALSE,10,10,1,0,"1,03"
"482",1780,NA,NA,"base","interview",2,2,1,3,1,1,1,1,1,3,1,1,1,2,4,1,NA,4,3,6,2,1,4,2,1,NA,11,3,11,6,8,4,11,1,2,11,6,11,11,9,11,11,11,1,1,11,6,6,11,6,NA,6,11,1,4,1,1,1,1,1,1,1,1,6,1,4,1,6,3,6,6,6,3,11,10,6,11,11,8,4,6,8,6,4,8,3,11,9,8,8,9,8,9,6,6,6,3,1,1,3,6,11,3,23,1,4,4,4305,70,174,166,122,47,40,235,45,6,917,NA,TRUE,FALSE,10,10,3,2,"0,8"
"483",1784,NA,NA,"base","interview",3,3,5,3,1,1,4,2,3,1,1,1,1,6,1,1,3,2,1,2,1,1,1,1,1,NA,6,6,6,6,4,11,11,4,6,5,4,NA,3,NA,10,10,NA,NA,NA,6,6,3,4,6,6,11,6,NA,NA,2,3,2,2,3,4,3,2,6,6,6,4,6,6,6,6,6,6,6,5,6,6,6,6,4,4,6,6,1,6,4,6,6,1,3,6,6,6,6,6,6,6,4,5,5,6,1,5,23,1,6,4,21,54,119,114,78,49,39,102,40,5,621,NA,TRUE,FALSE,10,10,1,0,"1,14"
"484",1785,NA,NA,"base","interview",3,3,1,2,1,1,2,1,1,3,1,1,1,2,2,1,4,2,1,2,2,1,1,2,1,2,6,3,6,6,9,9,11,3,3,10,6,5,8,11,10,6,10,8,3,11,6,10,9,5,3,8,11,6,11,5,5,4,2,4,4,2,1,6,4,6,1,6,5,9,6,6,6,9,6,9,5,9,6,6,6,6,6,8,6,8,6,8,5,4,8,6,9,6,6,4,4,5,4,1,6,4,3,27,1,4,4,211,55,113,223,86,54,27,419,60,13,1062,NA,TRUE,FALSE,10,10,1,0,"0,8"
"485",1786,NA,NA,"base","interview",2,4,2,3,2,1,4,1,1,2,1,1,1,4,1,1,1,3,2,2,2,2,3,1,1,1,6,6,2,2,8,8,10,3,2,8,8,9,11,8,10,9,9,1,1,9,4,7,9,5,4,9,11,3,11,3,3,2,2,3,2,2,1,8,5,8,2,7,8,9,10,9,3,11,8,1,6,9,8,7,9,10,9,1,5,1,8,6,3,5,6,5,9,7,7,4,5,4,4,1,7,1,3,24,1,6,4,1045,59,89,147,94,43,32,146,35,5,662,NA,TRUE,FALSE,10,10,1,0,"1,05"
"486",1788,NA,NA,"base","interview",1,2,2,3,1,1,2,2,2,4,2,1,1,1,1,1,1,2,1,3,1,1,NA,4,2,1,9,3,9,1,8,7,11,2,2,9,3,8,4,7,11,11,8,1,1,9,6,10,11,5,2,1,11,6,8,3,1,2,1,2,3,3,1,6,1,4,1,3,5,7,5,5,5,7,7,8,10,11,6,7,7,9,7,9,6,6,8,8,6,6,8,6,7,6,4,3,6,3,2,1,5,3,2,25,1,3,7,47,77,129,196,85,45,31,338,45,9,1002,NA,TRUE,FALSE,10,10,2,1,"0,83"
"487",1789,NA,NA,"base","interview",1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,9,11,11,1,11,9,11,1,7,7,1,11,11,6,11,11,8,7,1,11,6,6,11,11,6,11,11,NA,10,5,5,4,2,5,5,4,2,11,9,11,6,11,11,11,11,11,4,11,11,6,11,11,11,11,11,11,11,6,9,8,11,11,6,9,11,10,11,11,11,8,9,11,10,1,9,NA,9,21,1,6,4,6,73,96,144,94,91,29,167,50,2,752,NA,TRUE,FALSE,10,10,2,2,"1,29"
"488",1792,NA,NA,"base","interview",1,2,3,3,1,1,2,1,1,2,1,1,1,1,1,1,5,1,1,2,1,1,1,5,1,NA,9,6,6,3,9,9,11,1,1,5,4,11,11,11,11,11,6,1,1,11,NA,6,8,1,NA,6,11,NA,11,2,2,1,1,2,2,2,2,11,1,6,1,7,2,11,7,11,11,11,11,5,11,11,11,11,11,11,7,2,11,4,11,11,6,6,11,6,11,11,11,5,2,2,2,2,2,NA,2,25,1,5,4,3,71,84,133,71,40,36,126,43,8,615,NA,TRUE,FALSE,10,10,2,2,"1,33"
"489",1797,NA,NA,"base","interview",4,3,3,2,2,2,4,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,10,8,6,6,7,9,11,4,1,6,6,7,11,8,11,10,6,2,1,11,5,6,9,2,6,6,11,1,10,5,5,2,2,5,5,4,3,6,1,5,1,6,7,9,9,6,6,11,9,10,6,10,11,5,10,10,5,10,6,6,11,7,2,2,6,2,11,6,6,6,6,6,6,1,6,6,5,24,1,3,4,11,144,201,211,427,61,31,370,137,12,1605,NA,TRUE,FALSE,10,10,1,0,"0,63"
"490",1799,NA,NA,"base","interview",1,4,3,3,3,2,2,2,2,2,1,3,2,1,2,1,2,3,2,5,1,1,4,4,1,NA,NA,11,4,2,9,11,11,1,7,3,3,1,11,5,11,9,9,1,1,9,7,3,11,11,3,11,6,1,11,6,6,1,1,6,5,2,2,10,1,11,1,9,5,10,9,10,9,7,10,9,2,9,10,3,3,5,8,1,9,1,4,4,5,2,9,5,5,9,8,4,4,NA,2,2,4,3,2,22,2,5,4,3,41,59,94,64,32,14,101,33,8,449,NA,TRUE,FALSE,10,10,2,1,"1,76"
"491",1800,NA,NA,"base","interview",3,4,4,3,2,2,3,2,1,1,1,1,1,4,2,1,4,2,2,2,1,1,1,2,2,1,7,8,3,2,9,6,11,5,3,10,2,11,9,8,9,10,3,1,1,11,9,11,9,8,8,10,11,5,4,5,3,2,2,3,4,3,2,4,3,5,2,8,10,8,11,1,4,9,8,9,6,11,6,5,7,2,6,2,3,7,1,4,1,2,9,2,9,3,5,4,4,3,5,7,2,3,6,24,1,6,4,12,78,109,164,79,43,25,116,30,12,668,NA,TRUE,FALSE,10,10,1,0,"1,1"
"492",1802,NA,NA,"base","interview",2,2,2,3,2,2,3,2,1,2,1,1,1,2,1,1,4,2,1,1,1,1,1,2,1,2,9,NA,6,6,11,9,11,3,1,8,11,1,10,3,11,11,8,3,1,9,9,5,11,1,10,11,11,1,10,3,2,2,1,3,NA,3,1,7,2,8,NA,8,8,9,11,6,2,11,11,NA,7,10,8,8,8,6,NA,NA,8,NA,9,10,2,2,NA,4,11,8,7,4,1,6,3,1,2,NA,1,20,1,3,4,12,123,194,215,130,87,62,245,44,11,1123,NA,TRUE,FALSE,10,10,7,6,"0,7"
"493",1803,NA,NA,"base","interview",1,2,4,2,1,3,2,1,1,2,1,3,1,1,4,1,1,6,1,3,1,1,1,1,1,1,10,2,1,1,8,7,9,1,1,10,8,11,10,11,11,11,11,2,1,11,4,6,11,1,1,1,11,4,3,3,2,1,1,2,1,1,1,7,2,2,1,7,1,7,8,6,NA,11,7,11,11,10,6,6,5,10,4,9,3,11,8,11,4,5,11,9,11,8,8,1,5,2,3,2,3,4,3,26,2,2,7,20,92,152,155,86,110,65,198,32,9,919,NA,TRUE,FALSE,10,10,2,1,"0,81"
"494",1804,NA,NA,"base","interview",1,2,1,1,1,1,3,3,5,5,1,3,1,1,2,1,4,2,2,2,3,2,2,2,1,1,10,6,5,2,5,8,9,1,1,4,1,9,7,9,10,10,6,11,1,11,6,8,9,1,3,8,10,1,10,1,1,1,1,2,4,1,1,10,5,10,2,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,10,3,10,8,10,10,10,8,9,8,10,10,8,8,5,10,10,5,9,5,6,33,1,4,4,12,69,108,176,91,70,43,190,37,3,799,NA,TRUE,FALSE,10,10,1,0,"1,06"
"495",1807,NA,NA,"base","interview",1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,8,NA,8,NA,9,8,11,NA,NA,11,NA,11,11,9,11,11,11,NA,NA,11,2,11,11,NA,NA,6,11,8,5,3,3,2,2,1,3,2,2,6,2,6,NA,8,8,11,11,10,5,11,11,11,11,11,9,9,10,11,11,7,8,9,9,11,5,9,8,9,11,11,4,3,4,7,4,4,6,5,5,21,2,2,4,7,60,81,143,46,39,45,145,34,6,606,NA,TRUE,FALSE,10,10,10,9,"1,31"
"496",1809,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,6,1,1,3,1,1,NA,6,NA,11,NA,6,2,6,NA,NA,11,NA,11,6,11,6,11,11,NA,NA,6,NA,11,11,NA,NA,NA,11,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,11,11,11,11,6,6,6,11,11,6,11,6,11,6,11,6,5,6,6,6,1,1,1,1,1,1,11,1,1,1,21,4,3,4,16,51,74,329,71,29,69315,147,35,7,790,NA,TRUE,FALSE,10,10,9,8,"1,07"
"497",1810,NA,NA,"base","interview",2,3,3,3,1,2,3,2,2,2,1,2,1,4,2,2,3,4,1,1,1,1,1,2,1,1,6,6,8,5,11,10,11,1,4,10,2,11,11,7,11,11,11,2,1,11,6,9,11,8,1,8,11,11,5,4,4,3,3,4,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,1,2,7,575,63,86,214,69,59,25,74,26,3,631,NA,TRUE,FALSE,10,10,1,0,"1,27"
"498",1811,NA,NA,"base","interview",1,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,3,6,3,1,1,1,3,2,1,NA,NA,11,1,9,9,10,1,6,7,5,11,11,11,11,11,11,1,1,11,9,11,11,1,4,5,11,NA,9,2,2,2,2,1,3,2,2,1,3,6,1,9,6,11,11,6,6,11,11,11,11,6,11,6,11,11,9,8,8,8,11,11,4,NA,11,9,11,7,7,4,1,1,1,11,2,11,1,21,1,3,6,18,127,118,233,178,49,27,196,48,2,996,NA,TRUE,FALSE,10,10,2,1,"1,04"
"499",1814,NA,NA,"base","interview",2,3,1,3,2,1,5,1,1,6,4,1,1,2,6,1,1,1,1,4,1,1,1,1,1,1,11,11,5,11,9,11,11,6,1,11,6,11,6,11,11,8,6,1,1,11,7,9,6,8,8,10,11,11,11,4,2,1,2,3,3,2,2,8,3,6,1,11,9,11,11,6,9,11,6,7,11,11,11,6,11,11,6,3,11,8,11,11,6,7,8,3,10,8,7,6,6,8,7,1,5,3,7,21,1,5,4,24,94,96,136,83,38,28,176,46,24,745,NA,TRUE,FALSE,10,10,1,0,"0,95"
"500",1815,NA,NA,"base","interview",2,3,2,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,3,7,5,2,2,7,7,7,1,1,6,1,6,7,7,11,11,8,1,1,11,7,4,11,3,6,7,11,9,7,2,3,2,2,3,1,1,1,6,2,6,1,6,7,10,10,10,6,10,10,10,10,10,10,10,10,10,9,1,9,6,10,10,1,9,6,8,7,6,6,4,1,6,6,1,6,3,3,22,1,6,4,14,125,113,338,110,66,47,308,61,8,1190,NA,TRUE,FALSE,10,10,1,0,"0,73"
